Label,Tweet;;;
"neutral,""terima kasih dasom-ah, kamu suka kah kopi seperti ini?""";;;
"love,""saya, nder. dari dulu suka banget dengerin coldiac.""";;;
"love,""aslii suka banget dulu pas masih sd-smp naik becaknya kakek trus penumpangnya aku ama nenek mau kepasar, atau ga kita muter alun2, astaga kangen""";;;
"neutral,""..dilarang bodoh !! setujuuuuh.. selamat tinggal kebodohan, selamat datang kecerdasan siritual dalam ahlaq. aamiin..""";;;
"fear,""hujan tak kunjung reda, setiap hari hujan mulai menemani nih,.. jadi males keluar rumah,,untungnya wifi rumah pakai indihome jadi g takut internet lemot""";;;
"love,""Merawat cinta itu tidak hanya butuh kesabaran, tp juga perlu mengalah memahamidan merangkul. Ketika marah sudah tak tertahankan, ingat2lah betapa indahnya apapun yg pernah kita lalui, sejelek apapun keadaannya, """"aku bersyukur memilikimu""""""";;;
happy,Kasarnya dia bilang kalo pake lg dengerin musik yg kluar slalu musiknya Shinhwa. Bikin pengen joget wkwk xD. Itu namanya autoreaction sih xD [URL];;;
"anger,""sering banget update sw, pas abis minjem duit eh, kukira kontaknya udah terhapus anj.. foya-foya sambil ngumpet gak enak tau, bangsat""";;;
"fear,""Jujur gue takut banget mau ngejalanin ini lagi, semakin dekat, smkin takut mau nangis aja rasanya, gak tau knpa setakut ini, kek bertanya2 mulu gue bisa gak ya jalaninnya, gue mampu gak yaa, apa gue mundur aja, apa ini jalan yg terbaik buat gue""";;;
"anger,""[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] yg penting janji itu di buktikan dgn kerja nyata, bukan hanya diucapkan saja....jgn pas pilkada dekat dgn rakyat, bila sudah terpilih...lupakan janji itu....kita tunggu saja .....""";;;
anger,apalagi bodoh;;;
"love,""lae ku sayang jangan sedih ya, bentar lagu kau menyusul junjungan mu yang kau bela mati matian kemarin sayang kamu""";;;
"fear,""Tapi lebi goblo lagi pas Egi meninggal, pas masuk kelas mau pamit tementemen taunya yang gaada Mbak Sisil, uda pada syok keknya, ku yang mimbik-mimbik tapi pengen ngekek juga, ini aku yang goblo si""";;;
happy,tapikan asahi.. oh iya asahi orang ngawi .. nghokey;;;
anger,mau marah ayank update gua udah tidur;;;
love,kesayanganku lopenio ga ada duanya cuma sayang wony meski suka marah tapi aku ttp sayang ayang;;;
"anger,""ini klo gue isiin kyk gini bisa2 abis di comot ponakan gue trus di bagiin ke temen2 nya, baik nyerempet bego dia""";;;
"love,""banyak hal hal kecil yg aku lakuin ke kamu, ternyata kamu suka banget!! aku ngelakuin itu semua pure to make u happy""";;;
anger,salahnya dimana ketika harus marah pada hal yang salah?? sedang kebaikan kebaikan yg juga ada pada video engkau potong potong.. gak kelas komisaris ndul..;;;
"neutral,""iya""""..asal jangan kuat malu""";;;
"happy,""5/6/15 Tiga tahun yang lalu, pertama kalinya ngenalin cowok ke orang tua dengan modus si cowok ini mau ngajarin matematika buat sbmptn. Whutttt 3 tahun??""";;;
happy,enak banget lagu hivi huhu;;;
anger,oalahh jadi elu yang suka kentut diem diem?? mana bau banget lagi njink;;;
"neutral,""hi. kamu mau santai tapi masih banyak tugas yang numpuk? solusinya ke sini aja yuk. segala macam bentuk soal apapun itu, yuk langsung joki tugas, bisa dm/wa yang di link bio. testi bisa cek di thread. soshumpendidikan ya""";;;
"fear,""[USERNAME] Iyaa nci .. kdg suka mikir klo hidup dh pngen yg Macam2, emg esok2 msh dikasih nafas sama Allah? Mudahan kita sllu dilindungi aaamiiinnn""";;;
"sadness,""Separuh hati ini iri jika melihat seorang anak yg masih bisa duduk atau berjalan bersama ibundanya, dan separuh hati ini turut berempati melihat seorang anak yg begitu gundah saat ibundanya sakit. Yang sabar ya kawan, semoga Allah memberikan yg terbaik untuk kita semua.""";;;
"fear,""jeje galak banget, gua takut""";;;
happy,Rakit merakit ...JANGAN LUPA BAHAGIA... #StreetCubEastBorneo #StreetCubBalikpapan #janganlupabahagia #StreetCubKaltim #StreetCubFans #StreetCub_Bpp #StreetCub;;;
"sadness,""Jadi, ini hari ketiga gue kenak gondongan. Auk darimana asalnya. Udah gerah ini rasanya tiap malam gak bisa tidur karna nyerinya sampe ke kepala""";;;
"fear,""Iya mbak, berkokoknya ga lama ga da semenit. Yg serem sik klo ada anjing yg bunyinya ngelonglong, klo itu baru setan lewat yak""";;;
anger,Anjir. Ini anak macam apa? Eike aja ngidam ayam WOW tinggal gofood ga nitip2 kesiapapun.. 19 tahun mah ngerti keles teknologi kek gmn.. ini antara dimanjain ga ketulungan atau ga cari perhatian ortu tapi caranya bocah bgt;;;
fear,sedihnya tuh ketika sedang seperti ini ga ada 'tempat sampah' jadinya nyampah aja di twitter maaf ya followerku :( btw aku bingung deh tadi nimbang 43.6 trus pup 2x abis itu turun lagi jadi 42 ini timbangannya yg labil apa gimana????;;;
"happy,""bahagia itu sederhana,yaitu saat kita lolos dari remed(^^)""";;;
anger,aing macan marah?;;;
neutral,realita mengagakan tydack anak moeda. kita turuti saja;;;
sadness,ga semangat karna ga di semangatin ayang;;;
"sadness,""sedih euy, sedekade yang lalu fans emyu berani nyindir semua rival rivalnya. fans emyu sekarang cuma berani nyindir arsenal doang, karna tau diri.""";;;
anger,lagian sih kemarin siapa sih yg milih ini gubernurr ???? wong dudul koyok ngene .;;;
"sadness,""Tapi sayang, kelemahannya cuma 1. Harganya! Wkwk emang masih belom rilis sih harganya berapa, tp klo gue liat dari videonya, dibandinginnya sama hp Huawei Porsche Design, yg lebih mahal dari iPhone X. Kaga tau dah itu hp bakalan laku apa kaga di Indonesia """;;;
love,Kalau ada yang paling saya inginkan dari seseorang yang saya sayang adalah waktu dan juga kesabaran. Saya tidak begitu peduli soal sebanyak apa dia bisa memberikan materi juga janjibila dia tidak bisa menyediakan waktu dan tidak mampu menghadapi kelemahan saya. -falafu-;;;
"fear,""Dulu pernah depresi karena sering dihina oleh orang terdekat, suka dibully, broken home, dan minder serta punya hasrat sexual yang kelewatan tapi gak bisa nyalurin karena takut dosa. Kayaknya aja biasa aja tapi serius! Gak ada arah hidup. [URL]""";;;
fear,Mesti nnton ne tengah malam nti dlm selimut . Habis nonton Eng ing eng.. Bunyi detak jarum jam dinding pun jd takut.. Terpaksa jam di cabut batre nya biar gk takut Wkwkwkwkwk Always~;;;
fear,Menurut ferry julianto foto2 spt ini menjadikan Jokowi was2.Foto ini malah memalukan masa iya petinggi dan ketua partai jadi jongos ormas.;;;
"fear,""Apa aku tak merepotkanmu, sensei? tanyanya khawatir. Hifumi pun mengambil sandal lalu memakainya, masih sedikit kebesaran tapi tak apa. Toh hanya sandal rumah.""";;;
"neutral,""tumben banget pagi pagi udah semangat, biasanya lelah letih lesu""";;;
"anger,""sumpah gue jijik denger lagu aaaaaaa aisyah kujatuh cinta, syantik hari ini aku syantik, kita goyang dua jari. Aaah [URL]""";;;
sadness,sedih ya;;;
"fear,""Menurut Cak Nun, orang yang tak percaya akhirat, logisnya tak percaya Allah. Secara syari', dia kafir. Tapi Cak Nun tak mau bilang Mega kafir tapi dia orang yang tak paham.""";;;
"anger,""bangsat orang yg suka minjem duit pas ditagih"""" malah lari gausa dikasi ampun""";;;
sadness,sedih tapi masih pagi;;;
neutral,ni semua normal bohh;;;
love,kali ini suka banget sm layout nya;;;
sadness,iya sedih bgt padahal udh nungguin dia comeback lagi sama sn;;;
"happy,""Saat itu, kami selalu optimis akan bisa bersaing dgn tim manapun, melihat persiapan dan panjangnya perjalanan yg sudah kami lalui. Terlebih melihat hasil pertandingan hari pertama dan kedua yang baru saja kami jalani.""";;;
sadness,pernah ga si kalian nyakitin diri sendiri biar ga marah hehe;;;
"sadness,""Buka puasa makan mujigae porsi berat alias segambreng, balik dari mujigae makan ayam geprek+nasi, & barusan aja makan mie rebus. Woiii semenjak puasa porsi makanqu tidaq terkontrol dengan baiq""";;;
"love,""Gue sama sekali gak tau awalnya kayak gimana. Yang jelas saat itu,makin lama gue makin sayang sama lu. Gue bilang,gue sayang lu itu sebagai temen deket. But,setelah dipikir pikir lagi,gue tuh sayang sama lu more than a friend.""";;;
"sadness,""sedih banget, gua yg ngurusin segalanya gua yg gak ikut:((""";;;
love,paling suka klo jaejoong nyanyi rock. suara seraknya jadi keluar banget.;;;
"anger,""Addeh, Mas dan Bpk sekalian, sekali lagi Via Vallen hanyalah KORBAN, yang mesti speak up agar supaya TIDAK TERULANG kembali. Sebagai bentuk spread awareness sekaligus hukuman buat siapapun yg ngeDM dia spy stop. Kamu klo dilecehkan kyk gitu diam aja? gimana pelaku mau berhenti [URL]""";;;
anger,Aku gasuka sih tapi gondok dan dongkol dan mangkel aja . Dan kagetnya lagi dia mau meniqaaa . Semoga insyafmu ga abal abal ya mas ha ha ha semoga udah alim beneran cuma dia inget ga ya ttg habluminallah;;;
"sadness,""aku janji perbaikin diri demi kamu, tapi maaf yaa kalo buat jaga diri aku gabisaa, aku benci diri aku sendiri""";;;
"sadness,""Langsung mewek baca thread ini, keren maksimal usaha semua orang dalam misi penyelamatan, sampai harus ada yang gugur. [URL]""";;;
anger,pagi2 udh dibikin jengkel. heran;;;
"anger,""emang paling bener pagi pagi gausah buka twitter, emosi anjg""";;;
"fear,""[USERNAME] """"Takut dosa"""" Serius, sebenarnya aku tu ingin kaya temen aku yg menel2 sama pacar nya, ini itu. Tapi aku lebih takut akn dosa, dosa aku aja pas sendiri gini banyak, apalagi kalau punya doi yg g punya ikatan apa2""";;;
neutral,biasanya ini hari sabtu. hari yg aku suka banget tapi hari ini lagi bener2 capek;;;
"sadness,""di tempatku gerimis, kalau di pipimu tangis.""";;;
happy,Alhamdulillah akhirnya bisa makan sahur bareng mbah gugel walo cerewet #KulinerTradisional #kulinerBanyuwangi #BakulKuliner #WarungLya [URL];;;
neutral,alamat palsu apa harapan palsu?;;;
"sadness,""Merasa oon ketika tahu sesuatu dan tidak boleh di bicarakan ke orang lain, nah kelalaian malah sebaliknya, jadi malah merubah siklus dan alur waktu yang seharusnya itu terjadi""";;;
love,suka banget ama exooo;;;
anger,[USERNAME] #belanjaitugakribet ternyata cm slogan doang.stelah dkomplen ternyata dbatalin sepihak. Dan nama besar itu ndak jaminan keprofesionalan ya..trus nyampein ke pihak official store klo sy yg batalin..pdhl samsek ga sy batalin.jd skrg sy udh tau kal;;;
"anger,""YAILAH GUA KIRA KERJA HARI INI TERNYATA TGL 7, TRUS UDAH DI TEMPAT KERJA BENGONG DONG KOK GEDUNGNYA DIPAKE GRADUATION, KAMPRET KAN W UDAH DANDAN""";;;
"happy,""halo semuanya, semoga kalian tetep bahagia dan juga tetap semangat nge-ba nya yah-!""";;;
"love,""[USERNAME] Mama aku adalah wanita terhebat yang kuat mengurus 4 anak dan ngejalanin gimana dari awalnya kami hidup enak, tbtb semenjak Ayah meninggal jadi berubah drastis. Mama selalu mentingin anak-anaknya dulu, baru dirinya. Sayang mama""";;;
happy,melihara tuyul aja enak;;;
"happy,""Yakin, bahwa semua yang kita amalkan kita berikan sama orang lain (sedekah) akan ada gantinya. Bismillah, ikhlas.. semua yang disimpan terlalu lama tidak baik, bagi sedikit hartamu untuk orang yang membutuhkan. Karena hidup bukan melulu tentang harta.""";;;
"fear,""Ini hanya hal persepsi dlm mendidik. Dan smoga sy bukan termasuk dlm ortu yang mendidik dg memukul anak di depan org banyak. Tak akan pernah, semoga.""";;;
"happy,""tiket bioskop ayat2 cinta, masih disimpen dan dijadiin pembatas buku, nonton berempat jaman rsut sama keluarga, definisi bersyukur ada yg nengokin dan diajak jalan, keluar dari asrama sebentar""";;;
happy,semangat akakk;;;
"love,""nah iya, gak enak gara gara dia. taeung jadi gak ngerti mana prioritas karna sifat 'gak enakan' dia. udah gitu si temennya suka drama nanges dan beneran berdedikasi banget gitu ke taeung gitu. kan bingung!! jadi yaudalah bye""";;;
"neutral,""sch! sender pernah dikasih ini sama guru sender waktu smp mak jelbb pas dikasih , sekarang sender udah sma klas 2 tpi masih suka youtube-an apa lagi ngdrakor, bener bener susah banget lepasnya""";;;
"anger,""emg org suka gitu.. udh nitip gatau diri setidaknya kyk haii kak.. atau pagi kak,aku boleh nitip menpes ga? gitu aja pasti bisa kan.. trus jg jgn lupa bilang terima kasih itu tata krama yg pasti di ajarin kok dari kecill. bikin jengkel aja pagi-pagi""";;;
"fear,""Pertanyaan yg bakal ditanya nanti pas lebaran itu pasti begini """"galuh udah selesai? """" - Alhamdulillah udah bisa jawab. """" sekarang kerja dimana? """" - Alhamdulillah udah bisa jawab. """" kapan nikahnya? """" - Alhamdulillah, eum..itu..anu..eh.. ((JEDERRRRRRR))""";;;
"neutral,""paddy mcnair: """"luar biasa. kami memulai babak pertama dengan sangat lambat, tetapi kami pantas menang secara keseluruhan. mereka tidak memanfaatkan peluang mereka dan itu memberi kami dorongan. kami berada dalam performa yang sangat bagus.""""""";;;
"anger,""#curvanordpersija #curvasudpersija #rojali #asukabeh Kalian lemah,kalian bukan level kami jak. Ojok lali keset. [USERNAME] [USERNAME] [USERNAME] [URL]""";;;
"anger,""2 hari yg lalu ane pernah dapet ginian [USERNAME]  Deket cm 2,8km Argo 8rb dibayar 12rb\ Mau cancel kasian udah nunggu lama katanya, gada yg mau Lah iya gada yg mau driver nya kalo kyk gini CS nya""";;;
"happy,""hafal yang penting2 je. paling penting, accio. senang kalau malas amik barang.""";;;
"anger,""benci tasik, benci jakarta""";;;
"fear,""wordle 234 3/6 kaget sendiri, bisa-bisanya tebakan ketiga langsung keluar""";;;
anger,tolol bgt nilo jilat tai sebdiri guwvtakut siiii bayangin omar marahh eumm;;;
anger,unesco org arab hahaa kata yg benci anis;;;
fear,takut sepi tapi yang lain tak berarti.;;;
"love,""Waktu kita ngerasa hidup udah enak, jadi agak jauh dr Allah. Allah kasih kita ujian, ngebuat kita ingat Allah lagi, pengen dekeeeet lagi. FIX keliatan Allah sayang kamu. Dia tegur saat hambaNYA mulai jauh. Walau tau dosa hambaNYA udah penuh.""";;;
fear,gue malu banget salah tag jenonyaaaaaaaaa.;;;
"happy,""assalamualaikum, semangat..""";;;
neutral,kos gue sepi banget oadahal udah setengah 7;;;
"love,""Cinta pertama adalah kenangan, Cinta kedua adalah pelajaran, dan cinta yang seterusnya adalah satu keperluan karena hidup tanpa cinta bagaikan masakan tanpa garam. Karena itu jagalah cinta yang dianugerahkan itu sebaik-baiknya agar ia terus mekar dan wangi sepanjang musim.""";;;
anger,Ini lg bapak kos pelitnya setengah meninggal. Meja g pernah dipake nongkrong aja diminta lagi. Yaelah pak..ngerti dikit ngapah kita duit pas-pasan?!;;;
"anger,""Jln Jatibaru,bagian dari wilayah Tn Abang.Pengaturan wilayah tgg jwb dan wwnang gub.Tng Abng soal rumit,sejak gub2 , trdahulu.Skrg sedng dibenahi,agr bermnfaat semua pihak.Mohon yg punya otak,berpikirlah dgn wajar,kecuali otaknya butek.Ya kamu. [URL]""";;;
sadness,jujur malah sedih sih liat kenyataan nya;;;
neutral,say! biasa bioskop tuh buka jam berapa si?;;;
"sadness,""ore sedih, ore mau punya chingu la""";;;
"anger,""[USERNAME] [USERNAME] [USERNAME] Dan lebihnya speak up itu dikatain lebay, cari sensasi dsb Mereka ga mikir, kalo mau speak up itu butuh keberanian, karna sebenernya pelecehan itu aib tp kalo ga speak up itu orang jg ga bakal jera, ga ngerasa mal""";;;
"sadness,""tapi sedih sama captionnya, love my tannie""";;;
"fear,""Deg-degan sebenernya, pertama lagi harus terjun ke kelas yang jenjangnya lebih tinggi dari sebelumnya. Apalgi utk sekolah yg dulu smpt di takutin krn siswa2nyaaa... takut? Iya. Tapi ga ada jalan kembali.""";;;
"happy,""lagi semangat belajar kimia, kalo gurunya ga dateng gue nangis sih""";;;
"neutral,""aku kurang tau kalo pesan yang kedua karena jujur ngebingungin, tapi kalo yang kucing kayaknya maksudnya jangan biarin masa lalu kamu menahan kamu untuk kemana mana. bisa dilihat kan si kucingnya gamau ninggalin rumahnya, dia kekeuh mau benerin rumahnya segala macem +""";;;
"fear,""kenapa ya gue suka kaget ada luka cakar? kucing sendiri. cuma kadang gue gak inget terus pas lagi elus kaki ada luka melintang, ternyata cakar kucing. dan pagi ini ada lagi. dua pula. mana gede banget anjir. fix, ini kucing yg paling gede.""";;;
love,suka banget..;;;
"fear,""guys sorry kalo jorok/gmn kalian yg cewe prnah ga kalo haid tuh ada lend*r nya darahnya jd gumpal gt? Itu knp y? Aku tiap haid gitu masa trs biar ga gt gimana,takut serius""";;;
"sadness,""Ku bingung deh kenapa jadi fans itu harus menjatuhkan idola orang lain sih? Kenapa ngga damai2 aja, kek ngga ada kerjaan ngejatuh2in orang lain""";;;
"sadness,""kebawa mimpinya aku sedih sm cewenya, aku pen liat dia bahagia""";;;
sadness,tl gue sepi bgt dah;;;
fear,@4Y4NKZ [USERNAME] Itu syetan dan iblis aja sampe terbengong bengong baca tweet ini...mrk aja blm kepikiran goda manusia sampe segitu nya. Mmg evolusi manusia- ke syetan dan sebaliknya sangat cepat .;;;
fear,edan ngeri nyuak mang;;;
love,lala moli banget suka tidur telentang gt;;;
neutral,tetaplah santai meski hari ini ada olimp;;;
neutral,bahagia rasanya putri asli papua kakak fientje maritje suebu sebagai duta besar ri untuk selandia baru. papua = torang torang = indonesia indonesia = papua papua harus tetap bersama indonesia.;;;
"happy,""Selamat Pagi Tweeter Semoga Hari2 selalu bahagia ... Jauh dari rasa benci, amarah, dendam, iri dan dengki... Sambut hari dengan perdamaian, kasih sayang dan cinta....""";;;
happy,semangat vancaa;;;
"love,""suer thanxxxx bangetttt buah hadiahnya gaes, sayang kalian semua emuahhhh""";;;
"neutral,""gak sibuk banget, tapi emang suka gak mood aktif disini""";;;
"anger,""ingin kesal, tapi benar""";;;
fear,kating takut adek tingkat aku doang keknya. ini matkul wajib padahal bukan mkp :);;;
"happy,""glad to know that, semangat sender! itu tiap semester udah ada peningkatan bagus bgt. semoga dilancarin skripsinya ya ";"3""";;
sadness,:( muka cemberut dont be sad baby;;;
"love,""love youuu kaputt, sehat dan bahagia selalu yaa""";;;
"neutral,"",, jadi lapang terang enak ya buat jalan..""";;;
"sadness,""capek bgt packing barang"""" mna bnyk debu. tpi sedih krna bnyk knangan sih walopun cmn setahun tpi itu rmh udh bnyk aktivitas kita lakuin di situ""";;;
"sadness,""[USERNAME] Oh iya. BAY DE WEY: Jd sekalian nih: 1. Kl blm mapan JANGAN KAWIN 2. Kl mau idup enak, belajar manage duit yg bener Pesan ini disampaikan oleh pria 24th beranak 2. Brb, kill myself""";;;
anger,emang dasar nya pada tolol semua yang komen begitu;;;
"love,""dari Allah. Masha Allah! Allah sangat kasihkan kita. Sebab itulah walau setinggi gunung pun dosa yang kita himpun, Allah tetap akan mengampun setiap dosa-dosa kita. Kasih sayang yang Maha Agung yang pernah wujud di alam ini adalah kasih sayang dari Allah. \""";;;
"fear,""Harus cepat2 capcus nicch [URL] Warga Jakarta diperkirakan mulai mudik ke arah Jawa dan Sumatera mulai Jumat, 8 Juni 2018.""";;;
sadness,this user sdg tidak.baik.baik saja sdg stress;;;
anger,suka banget menyengsarakan rakyat.. kemarin ngotot gak mau menaikan ump skrg mau atur atur iuan pekerja yg dipaksa potong dari gaji;;;
"anger,""Parah si kalian, mikir kalau cewe sama cowo sahabatan selalu terjebak dalam percintaan. So... Please. Gue menghargai kalian yg bertanya karena kalian peduli sama kita. Tapi jangan berpikiran sesuka kalian tanpa alasan dan fakta yg engga engga dong.""";;;
anger,Dimohon jangan paksa saya buat include dmn. Harap sopan dan jelas kalo mau bo jangan labil! Gajelas will be block!!!!!!! Tentu saja yg sudah taatin rule saya utamakan;;;
anger,gue gak sanggup banget sama gacie. tumbalin aja ke zombie secara suka rela nanti.;;;
fear,ini both of inamas aku super khawatir banget sama para ms nya dah;;;
"neutral,""kalo dia emang tidak panik, tinggal lepas tangan, toh akan di bela pendukung nya..""";;;
"anger,"" Ya tutup matalah krn. Pejabat bkn cuma pinter tp tau etika masa dlm satu kabinet main nyerang, berani y berani tp etika dmna emg kabinet gundul""";;;
happy,Aku bersyukur segala hal untuk pertama kali kulalui dgnnya. Akupun bersyukur atas semua hal yg membuat senyum diwajahnya aku ada bersamanya. Tak peduli saat marah dtng kami tak lama jika berjauhan. Mungkin krn aku yg terlalu sering mengerjar dan ibumu terlampau kasihan pdku.;;;
"fear,""ga biasa bgt. weekend padahal. suami bangun pagi, jogging, nawarin aku mau makan apa dan langsung dibeliin, lanjut sarapan bareng. kesambet apa dia""";;;
love,sayang dia pake banget;;;
"sadness,""semalam hbs nonton dew. dew ini remake bungee jumping of their own korea. aku udah nonton yg ver korea dan memutuskan nonton yg versi thai krn katanya lebih sedih dan jg krn yg main ohm pawat. dan beneran emang sedih sih, aku lebih suka yg versi thai dri pd yg versi koreanya.""";;;
"anger,""Karena kalimat """"masasih uang yg kmrn dksh gacukup"""" - """"boros bangetsih, masa uangnya tinggal segini"""" lantas si pengatur keuanganpun ingin murka rasanya :')""";;;
"anger,""memasuki tahun ke 4 menunggu seseorang, eh ada yang lain dateng tapi ga tanggung jawab sama kelakuannya... besok kalo keluar2 pake rok aja mas""";;;
sadness,masih sedih;;;
"happy,""pagi-pagi ada kabar baik kalo jimin sudah sembuh, dan tinggal menjalani masa pemulihan doang. alhamdulillah, sehat-sehat terus jimin!""";;;
neutral,luar biasa;;;
"sadness,""Dan barusan, gw bahas ini. Gk ribut sih, gw cuma keluarin uneg2 aja. Dan dia cuma bisa diem krna emg gabisa ngapa2in lg sih. Kasian juga, dia jd ngerasa bersalah. Ya padahal jg gabisa ngapa2in sih. Bukan mau dia jg sesibuk ini.""";;;
"love,""gak tau, tapi aku suka banget tatapn nate(?) di sini""";;;
love,suka banget sama mereka berdua;;;
"happy,""entah baper atau apa tbtb pengen post ini, hahah so grateful to have known them dari melakukan hal tergoblok, main game saat pelajaran, kabur ekstrakulikuler, dihukum guru, minjem tugas, nyontek, makanin temen, ngebully sampai ngambek. [URL]""";;;
happy,kenapa minum teh pagi pagi tuh enak bangett;;;
"fear,""iya, aku biasanya di tengah-tengah krn takut ada kendala gitu. eh kena hnr""";;;
"neutral,""bapakku arsitek, dan klo bikin rumah selalu ada bagian terbukanya katanya biar gak panas. alias biar hemat ac. dan bagian terbukanya gede banget. tp aku gk suka. soalnya klo hujan selalu ketampon! alian air hujan yg kena angin msk ke bagian tumah yg tertutup atap.""";;;
"sadness,""Gini toh rasanya jadi wali kelas, untungnya rumah deket ke sekolah pas dicariin wali murid pada dateng ke rumah Kasihannya yg wali kelas udah rumah jauh jarang ke sekolah akhirnya di grup kena imbas""";;;
"anger,""diselingkuhin mereka belum sampe pacaran sih, tapi main belakang aja. diem diem gitu tapi ga mulus, bego banget mereka pdktnya jadi ketauannya cepet""";;;
"love,""Tahukah kamu, bahwa saat itu papa memejamkan matanya dan menahan gejolak dan batinnya. Bahwa papa sangat ingin mengikuti keinginanmu tapu lagi-lagi dia HARUS menjagamu?""";;;
anger,we ustzh marah sbb takde orang masuk kelas pai lepastu rupanya dia yang salah masuk link;;;
neutral,sesiapa yang membuat ibu dan bapaknya gembira (memberi keridhoan) maka sesungguhnya ia mendapat ridho allah s.w.t. (hadis riwayat bukhari) perjuangan penerapan syariah ..;;;
"neutral,""kalo posisinya kayak sender, gua biasa aja sih. soalnya dia juga udah jelasin kan baru liat linenya. kan gak semua orang udah tau line lu nder. dia juga bilang sorry, jadi buat gua ntuh biasa aja sih.""";;;
"love,""banyak lagu yang aku suka tapi these days aku suka lagu the 1975 - robbers! kalau lagi mumet gitu rasanya releaving my stress out (even lyricsnya punya arti yang beda (_ ";")). anyway, aku tuh suka banget ngobrol soal musik!""";;
"anger,""gue pernah nih dapet cerita soal begini dari mulut anak cowo langsung, yang diginiin tuh anak cewe yang kebetulan emang gk terlalu di sukain sama anak kelas. walau gue juga gk suka sama nih cewek karena kelakuannya yang begitu tapi keterlaluan banget gue denger ceritanya juga”""";;;
"anger,""Mantan Ketua MPR, takluk ... Ketua Partai, takluk ... Tertawalah buronan sang penakluk ... hahahaha. Maka jadilah mereka sekelompok gerombolan yg suka buat gaduh.""";;;
anger,Dan bukan yg bilang Koalisi tanpa syarat lalu koar2 gak akan bagi2 jatah menteri. ~ kenyataan bahkan parpol2 yg semula non koalisipun dibedol dg dikasih jbtn menteri.;;;
anger,beberapa hari yang lalu foto aku di posting salah satu akun Instagram milik bisnis transportasi kapal laut tanpa izin dan tidak mencantumkan si pemilik karya;;;
sadness,inayah_k iyaiya ' sudah tidak-usah sedih gitu;;;
"sadness,""baik bgtt ni orang, tapi suka sedih kalo orang orang lebih mentingin pcnya sih""";;;
"fear,""mau balik kampus nemuin kajur badan malah lemes gaenak badan jadi takut mau ke kampus lagi, moga aja ga kenapa"""" aku""";;;
"fear,""punya pasangan kene diajak gaduh dulu baru rajin sangat, kaget lihat semua udah dibuat kemas aja sama dia hihi""";;;
"sadness,""Oh kirain bener, abisnya melototin layar handphone berharap dibales suka bikin mata merah. Merah menahan air mata. #hazeeek [URL]""";;;
"happy,""gud morning selamat pagi, ceria & sehat selalu""";;;
happy,Lagi ngerasain bahagia yg sederhana bagi gw pribadi. Ngeliat orang2 di sekitar gw ikut ngerasain bahagia sama yang lagi gw jalanin dengan seseorang. Ga pernah sebahagia ini sih dan se good vibes ini ngejalaninnya. Thanks God.;;;
fear,sengaja dibiarkan soalnya takut melanggar ham;;;
anger,SEMUA WARGA BERHAK NYAPRES NYAWAPRES.. dan warga sebagai konstituen punya hak juga utk milih dan tidak memilih.. jadi jangan gederasa dulu kalo wajahnya dah masuk tivi dan koran.. tebarkan bantuan ke kirikanan tanpa harus nunggu jadi petinggi mumpung itu lebih baik #wisngonowae;;;
neutral,semangat.jangan cengeng.sini cerita sama kita;;;
"sadness,""[USERNAME] ijin min,barusan kirim gosend pake gopay, dapet driver lah, dan pas deket posisi ane dia klik ambil dan kirim.gopay ane kepotong, tp barang blm diambil :(""";;;
happy,semangat kak ell;;;
sadness,padahal tinggal bilang maaf aja udah cukup bikin gua buat biasa lagi kok :(;;;
"happy,""kalian pernah ngga sih ngerasain gmn rasanya telponan sm orang berjam-jam, videocall setiap malam, share with them padahal bukan siapa-siapa dan dia selalu meluangkan waktu buat nanya how was ur day sesibuk apapun dia.""";;;
"sadness,""sedih sumpah yang bikin gue bertahan nge stan secret number selama ini cuma denise, sebenernya dari awal 2 member baru masuk udah punya firasat kalo denise keluar sih, tbh aku masih gabisa nerima kedatangan 2 member baru itu. thankyou denise, thankyou secret number and goodbye.""";;;
"anger,""[USERNAME] WhatsApp aku kan sudah terang-terangan kamu blokir, setelah aku mempergoki kamu secara tidak sengaja bahwasanya kamu kerja di Informa Ace Hardware TP-6. Malamnya aku akan sapa kamu, tapi sudah keburu kamu blokir, padahal seminggu sebelumnya ak""";;;
"neutral,""follow ca ore yok, sepi :v .kangkeceh""";;;
anger,pengen mengumpat seperti biasa.;;;
"sadness,""dulu di medsos saya baca, banyak yg komen psi itu dipelesetkan dng kepanjangan partai sampah indonesia.dan saya sangat sedih mendengarnya.tapi sekarang saya baru mulai mempercayai akan hal itu..terlebih sekarang setelah mengetahui kwalitas pimpinannya spt ini""";;;
happy,wkwkwk mana uah mau end kan. emg si adnan suka banget bikin kita kepikiran. wkwkkw;;;
"love,""suka banget telponan.. pernah 11 jam alias sama sleepcall wkwkw.. trus aku jadi tau kapan dia bangun, kapan dia kerja, kapan dia makan yaa pokonya gemes banget mumuku itu.""";;;
"love,""sebagai pembaca setia webtoonnya, aku gak suka banget sama dramanya, apalagi endingnya. jelek. puol. rating dariku 3/5, tapi tiap orang punya preferensi masing-masing yaa""";;;
fear,Ngeri banget! Gelombang dengan ketinggian hingga mencapai 7 meter menghantam wilayah pesisir pantai selatan Pulau Jawa.;;;
fear,malu banget tadi nangis dipergokin nyokap;;;
